session_id,source_group,arc_cluster,returned
Sitara-1::conversation_3583157_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3583157_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3583564_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3583564_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3592610_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3597138_4336.csv::s1,Sitara-1,1,True
Sitara-1::conversation_3597138_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3600598_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3600598_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3600765_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3600765_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3600765_4336.csv::s3,Sitara-1,2,True
Sitara-1::conversation_3607679_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3608753_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3608753_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3609689_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3609751_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3609751_4336.csv::s3,Sitara-1,0,True
Sitara-1::conversation_3611235_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3611235_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3612597_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3615408_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_3621169_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3622058_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3626523_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3626523_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3626523_4336.csv::s3,Sitara-1,2,True
Sitara-1::conversation_3627551_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3628759_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3628786_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3628786_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3629097_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3629097_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_3630142_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3630452_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3630452_4336.csv::s2,Sitara-1,2,True
Sitara-1::conversation_3633289_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3635399_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3638627_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3638635_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_3638635_4336.csv::s2,Sitara-1,1,True
Sitara-1::conversation_3641432_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_3645304_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3650268_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_3650536_4336.csv::s1,Sitara-1,2,True
Sitara-1::conversation_3650536_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_3662855_4336.csv::s1,Sitara-1,2,False
Sitara-1::conversation_3663533_4336.csv::s1,Sitara-1,0,False
Sitara-1::conversation_3663916_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_723109_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_806869_4336.csv::s1,Sitara-1,3,False
Sitara-1::conversation_888636_4336.csv::s1,Sitara-1,1,False
Sitara-1::conversation_905636_4336.csv::s1,Sitara-1,3,True
Sitara-1::conversation_905636_4336.csv::s2,Sitara-1,3,True
Sitara-1::conversation_959130_4336.csv::s1,Sitara-1,0,True
Sitara-1::conversation_959130_4336.csv::s2,Sitara-1,0,True
Sitara-1::conversation_972065_4336.csv::s1,Sitara-1,3,False
Sitara-2::conversation_1147079_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_1396719_4336.csv::s1,Sitara-2,3,True
Sitara-2::conversation_1860417_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_1879424_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_1898618_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_2092151_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_2397152_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_3157764_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_3157764_4336.csv::s2,Sitara-2,1,True
Sitara-2::conversation_3160815_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_3400476_4336.csv::s1,Sitara-2,1,True
Sitara-2::conversation_3400476_4336.csv::s2,Sitara-2,3,True
Sitara-2::conversation_3413532_4336.csv::s1,Sitara-2,2,True
Sitara-2::conversation_3413532_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_3600087_4336.csv::s1,Sitara-2,3,True
Sitara-2::conversation_3600087_4336.csv::s2,Sitara-2,3,True
Sitara-2::conversation_360686_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_3846434_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_3922798_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_4027814_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_4031241_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_4048877_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_4185968_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_4318987_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_4403950_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_4403950_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_4613992_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_4676678_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_4692098_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_4802466_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5133396_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5152309_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5156256_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5156703_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5156709_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5158599_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5160856_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5161092_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5161202_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5162157_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5166849_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5167954_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5168464_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5169327_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5178039_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5179243_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5181346_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5181346_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_5182178_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5182178_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_5191664_4336.csv::s1,Sitara-2,3,True
Sitara-2::conversation_5191664_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_5192014_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5192076_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5192596_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5193850_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5193850_4336.csv::s2,Sitara-2,1,True
Sitara-2::conversation_5196863_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5198046_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5200278_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5200655_4336.csv::s1,Sitara-2,3,True
Sitara-2::conversation_5200655_4336.csv::s2,Sitara-2,3,True
Sitara-2::conversation_5200660_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5201522_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5203512_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5205817_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5208311_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5210027_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5210404_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5211190_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5212476_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5213900_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5214285_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5218413_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5218413_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_5226060_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5226060_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_5227466_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5227780_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5229089_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5229616_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5229616_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_5229616_4336.csv::s3,Sitara-2,0,True
Sitara-2::conversation_5229679_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5229880_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5230182_4336.csv::s1,Sitara-2,2,True
Sitara-2::conversation_5230182_4336.csv::s2,Sitara-2,3,True
Sitara-2::conversation_5232430_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5233496_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5235104_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5236467_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5241672_4336.csv::s1,Sitara-2,1,False
Sitara-2::conversation_5244133_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5246045_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5251163_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5255303_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5255303_4336.csv::s2,Sitara-2,2,True
Sitara-2::conversation_5255752_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5256384_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5258219_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5259595_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5259595_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_5259865_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5261285_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5261384_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5262094_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5262692_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_5263693_4336.csv::s1,Sitara-2,3,True
Sitara-2::conversation_5263693_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_5263918_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5267920_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5268908_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_5270185_4336.csv::s1,Sitara-2,3,False
Sitara-2::conversation_5272159_4336.csv::s1,Sitara-2,0,True
Sitara-2::conversation_5272159_4336.csv::s2,Sitara-2,0,True
Sitara-2::conversation_5274718_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_646444_4336.csv::s1,Sitara-2,0,False
Sitara-2::conversation_958699_4336.csv::s1,Sitara-2,2,False
Sitara-2::conversation_974494_4336.csv::s1,Sitara-2,0,False
